Row,OurBid,ExchangeBid,FairValue,ExchangeAsk,OurAsk,Position,Comment,Owner
No Publisher Yet,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,No Publisher Yet,No Publisher Yet
IGLS LN,132.6361353,132.7,132.7024865,132.76,132.7688377,0,Both use PCF - 20k shares,ROB
IGLT LN,14.29090348,14.29,14.29662213,14.305,14.30234078,0,6.38469399006025E-04,ROB
IGLT IM,16.77926909,16.78,16.78598348,16.802,16.79269788,0,,ROB
IGLT SW,14.29090348,14.29,14.29662213,14.306,14.30234078,0,,ROB
INXG LN,22.59236869,22.595,22.61951211,22.64,22.64665552,-5808,Both use PCF - 250k shares,ROB
INXG IM,26.4996468,26.53,26.55807456,26.595,26.61650233,0,,ROB
IAAA LN,97.12752087,97.21,97.37094824,97.61,97.61437561,0,NAV+ only,ROB
SAAA LN,73.09966198,73.17,73.28286915,73.46,73.46607632,0,,ROB
IS0Z GY,85.83202622,86.028,86.04714408,86.198,86.26226194,0,,ROB
IAAA SW,97.12752087,97.21,97.37094824,97.63,97.61437561,0,,ROB
GAAA LN,5.406609095,5.415,5.422877728,5.437,5.436434923,0,"separate c/r files (which are the same) - ~500k shares, only market trade enabled",ROB
OM3H GR,4.777844729,4.741,4.792221393,4.927,4.804201947,0,,ROB
TIP5 LN,5.217952226,5.22,5.22212993,5.227,5.226307634,0,"7bps to redeem 28/09 around 1.8bps to trade bonds, 19 lines in Cr/Rd files",ROB
TI5MX IX,5088.625949,5087,5092.700109,5102,5096.774269,0,"separate c/r files (which are the same) - ~385k shares, only market trade enabled",ROB
TP05 LN,392.711088,392.8501,393.0255084,393.3999,393.3399288,0,"separate c/r files (which are the same) - ~385k shares, only market trade enabled",ROB
SXRH GY,4.611127807,4.6124,4.614819663,4.6193,4.618511518,0,,ROB
TIP5 SW,5.217952226,5.219,5.22212993,5.227,5.226307634,0,,ROB
TI5G LN,5.09862315,5.095,5.102705315,5.104,5.106787479,0,"separate c/r files (which are the same) - 20k shares, only market trade enabled",ROB
OM3B GR,5.986407362,5.93,5.991200322,6.15,5.995993283,0,,ROB
IDTP LN,256.27838,257.5801,257.8253319,258.27,259.3722839,0,,ROB
ITPS LN,192.8790396,194.09,194.0432994,194.37,195.2075592,0,,ROB
ITPS IM,226.4743549,228,227.8414033,228.31,229.2084517,0,,ROB
IUST GY,226.4743549,227.64,227.8414033,228.23,229.2084517,0,"separate c/r files (which are the same) - 640k shares, only market trade enabled - same as ITPS",ROB
TPSA NA,226.4743549,227.82,227.8414033,228.15,229.2084517,0,,ROB
ITPS SW,256.27838,257.5,257.8253319,258.1499,259.3722839,0,Both use PCF - 20k shares,ROB
ITPG LN,5.628116745,5.653,5.662089281,5.665,5.696061816,0,,ROB
ITPG SW,6.873615956,6.904005862,6.915106596,6.918661456,6.956597235,0,,ROB
IBC5 GY,5.90032475,5.9182,5.935940393,5.9306,5.971556035,0,"28/9 priced up at 5bps for long end, b/e 4bps say, need to be quick",ROB
ITPE SW,6.134031344,6.153566814,6.171057691,6.166459962,6.208084037,0,,ROB
IBCI LN,203.9453479,204.01,204.1494974,204.31,204.3536469,0,"17,500 per basket, cost less than 1bps",ROB
IBCI IM,239.4726275,239.55,239.7123398,240,239.9520522,0,be aggressive,ROB
IBCI NA,239.4726275,239.4,239.7123398,239.97,239.9520522,0,,ROB
IBCI SW,248.9579244,248.95,249.2071315,249.6,249.4563387,0,,ROB
IBCI GY,239.4726275,239.44,239.7123398,239.98,239.9520522,0,,ROB
IEGE IM,97.04587251,97.07,97.06528556,97.1,97.08469862,0,-2.16451095284231E-04,ROB
IBGE LN,82.64850324,82.66,82.66503625,82.71,82.68156926,0,,ROB
IEGE NA,97.04587251,97.07,97.06528556,97.1,97.08469862,0,,ROB
EUN6 GY,97.04587251,97.066,97.06528556,97.108,97.08469862,0,,ROB
IEGE SW,97.04587251,97.072,97.06528556,97.106,97.08469862,0,,ROB
IEGMX IX,6069.056358,6068,6072.092404,6090,6075.128451,0,6072.09193850361,ROB
IEGMX LN,6069.056358,6068,6072.092404,6090,6075.128451,0,,ROB
IBGS IM,143.1583033,143.16,143.1869407,143.2,143.2155781,0,,ROB
IBGS LN,121.9076687,121.9,121.944252,121.99,121.9808353,0,,ROB
IBGS NA,143.1583033,143.16,143.1869407,143.2,143.2155781,0,,ROB
IBCA GY,143.1583033,143.175,143.1869407,143.2,143.2155781,0,,ROB
IBGS SW,148.8286759,148.82,148.8584475,148.92,148.8882192,0,,ROB
IBGX LN,148.0651399,148.05,148.1095728,148.15,148.1540057,0,,ROB
IBGX IM,173.8580873,173.91,173.9102604,173.94,173.9624335,0,,ROB
IBGX NA,173.8580873,173.89,173.9102604,173.95,173.9624335,0,,ROB
IBCN GY,173.8580873,173.9,173.9102604,173.935,173.9624335,0,,ROB
IBGX SW,180.7444509,180.72,180.7986905,180.94,180.8529301,0,,ROB
IBGY IM,164.3959553,164.43,164.46174,164.53,164.5275247,0,,ROB
IBGY LN,140.0067751,140.02,140.0628002,140.15,140.1188253,0,,ROB
IEGY NA,164.3959553,164.42,164.46174,164.52,164.5275247,0,,ROB
EUN9 GY,164.3959553,164.415,164.46174,164.485,164.5275247,0,,ROB
IEGY SW,170.9075323,170.94,170.9759227,171.08,171.044313,0,,ROB
IBGM LN,194.805336,194.94,195.0003363,195.1,195.1953367,0,,ROB
IBGM IM,228.7404255,228.92,228.9693949,229.12,229.1983643,0,,ROB
IBGM NA,228.7404255,228.93,228.9693949,229.02,229.1983643,0,,ROB
IBCM GY,228.7404255,228.96,228.9693949,229.13,229.1983643,0,,ROB
IBGM SW,237.8006295,238.0657392,238.0386682,238.2425001,238.2767068,0,,ROB
IBGZ IM,197.1079172,197.24,197.3052224,197.43,197.5025276,0,,ROB
IEGZ NA,197.1079172,197.23,197.3052224,197.41,197.5025276,0,,ROB
IBGZ LN,167.8657104,167.9,168.0337442,168.22,168.2017779,0,,ROB
EUN8 GY,197.1079172,197.22,197.3052224,197.44,197.5025276,0,,ROB
IEGZ SW,204.9151857,205.0634394,205.120306,205.2921888,205.3254264,0,,ROB
IBGL LN,238.3889675,238.72,238.8667009,239.26,239.3444343,0,,ROB
IBGL IM,279.9163256,280.4099,280.4772802,280.8601,281.0382347,0,,ROB
IBGL NA,279.9163256,280.3,280.4772802,280.6899,281.0382347,0,,ROB
IBCL GY,279.9163256,280.3501,280.4772802,280.71,281.0382347,0,,ROB
IBGL SW,291.0035613,291.4996235,291.5867348,291.8738367,292.1699082,0,,ROB
IS05 GY,6.299187969,6.3082,6.311811592,6.318,6.324435215,0,,ROB
E20Y SW,6.299187969,6.292,6.311811592,6.331,6.324435215,0,,ROB
SEGA LN,113.1243978,113.26,113.2943393,113.36,113.4642808,0,"separate c/r files (which are the same) - ~25k shares, 80 bonds per file, under IEGA",ROB
SEGA IM,132.8306679,133.02,133.0302132,133.1,133.2297585,0,,ROB
IEGA NA,132.8306679,132.99,133.0302132,133.09,133.2297585,0,6.78600889423731E-04,ROB
EUNH GY,132.8306679,132.98,133.0302132,133.09,133.2297585,0,,ROB
IEGA SW,132.8306679,133,133.0302132,133.08,133.2297585,0,,ROB
IFRB LN,159.8469783,160.04,160.087109,160.17,160.3272396,0,,ROB
IFRB NA,159.8469783,160.07,160.087109,160.15,160.3272396,0,,ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
IS0K GR,159.8469783,158.53,160.087109,163.165,160.3272396,0,create only (same as ITIB) - ~960k shares,ROB
SDEU LN,125.5496257,125.67,125.8012282,125.97,126.0528307,0,,ROB
IS0L GY,147.4203706,147.675,147.7158022,147.78,148.0112338,0,,ROB
IITB IM,172.8436768,172.85,172.9041932,172.97,172.9647097,0,,ROB
IITB SW,172.8436768,172.86,172.9041932,173,172.9647097,0,,ROB
IS0M GY,172.8436768,172.855,172.9041932,172.975,172.9647097,0,,ROB
ITEH LN,5.990085878,6.009,6.005098625,6.023,6.020111371,0,"separate c/r files (which are the same, and same as iesp) - 25k shares",ROB
EDMA GR,5.293465781,5.27,5.306732613,5.47,5.319999444,0,,ROB
IESP SW,178.361709,#VALUE!,178.5402493,#VALUE!,178.7187895,0,,ROB
IS0P GY,178.361709,178.525,178.5402493,178.595,178.7187895,0,,ROB
SPEH LN,5.881124293,5.894,5.887011305,5.902,5.892898316,0,,ROB
EUNQ GR,5.19717594,5.165,5.202378318,5.36,5.207580696,0,,ROB
IB01 LN,102.0789902,102.08,102.0891991,102.1,102.0994081,6919,706355.168808665,ROB
IB01 CB,400193.0515,#VALUE!,400633.7486,#VALUE!,401074.4457,0,,ROB
IB01 SW,102.0789902,102.08,102.0891991,102.1,102.0994081,0,0,ROB
IBC1 GR,90.18961857,89.47,90.21668358,92.68,90.24374858,0,separate c/r files (Which are the same) - ~20k shares,ROB
IB1MXX IX,6122.199122,6117,6123.423807,6126,6124.648491,0,0,ROB
IBTU LN,5.016825683,5.016,5.017327416,5.019,5.017829148,0,IB1MXX 1.5bps to NAV+ create,ROB
IBCC GY,4.433391378,4.4329,4.433834761,4.4346,4.434278145,0,,ROB
IDBT LN,133.0428024,133.07,133.0694163,133.11,133.0960302,0,,ROB
IBTS LN,100.1200387,100.12,100.1500838,100.2,100.1801288,0,"separate c/r files (which are the same, and same as ibta) - 520k shares",ROB
IBTS IM,117.5822812,117.58,117.5940406,117.63,117.6175594,0,,ROB
IBTS NA,117.5822812,117.59,117.5940406,117.63,117.6293188,0,"separate c/r files (which are the same, and same as ibta) - 455k shares",ROB
IBTS SW,133.0561094,133.06,133.0694163,133.12,133.0960302,0,"separate c/r files (which are the same, and same as ibta) - 455k shares",ROB
IUSU GY,117.5705218,117.575,117.5940406,117.63,117.6293188,0,both use pcf - 20k shares ,ROB
IBTA LN,5.385834183,5.386,5.386911565,5.388,5.387988948,0,"Pull in Cr/Rd file into GovRisk and hedge with the bonds, overnight can hedge some 2 years",ROB
IBTA SW,4.950670267,4.949,4.951660599,4.9515,4.952650931,0,,ROB
IBTE LN,5.035024111,5.027,5.036031317,5.029,5.037542126,0,,ROB
IBTE SW,5.234456919,#VALUE!,5.23550402,#VALUE!,5.237074671,0,,ROB
IBTC SW,#VALUE!,4.968,#VALUE!,4.9695,#VALUE!,0,,ROB
IBTG LN,4.934089047,4.9295,4.935076063,4.9325,4.936556585,0,18775,ROB
IBTG SW,6.026000302,#VALUE!,6.027205743,#VALUE!,6.029013905,0,2705,ROB
IBTMXX IX,6230.472726,6218,6231.71907,6240,6233.588586,18775,IBTA eq   1025373,ROB
IDTM LN,210.9147191,210.98,210.9991188,211.13,211.0835184,0,"separate cr/rd files, 9580 per list",ROB
IBTM LN,158.7694129,158.76,158.8011732,158.9,158.8488135,0,,ROB
IBTM IM,186.4235763,186.42,186.4608685,186.55,186.5168068,0,,ROB
BTMA NA,186.4235763,186.42,186.4608685,186.6,186.5168068,0,,ROB
IBTM SW,210.956919,210.95,210.9991188,211.15,211.0624185,0,,ROB
IUSM GY,186.4235763,186.485,186.4608685,186.59,186.5168068,0,separate c/r files (Which are the same) - ~550k shares,ROB
IGTM LN,5.413747868,5.411,5.417540147,5.417,5.421332425,0,,ROB
SLMF GR,6.356402335,6.11,6.360854933,6.625,6.365307532,0,,ROB
IBB1 GR,5.277858889,5.274,5.281555978,5.2762,5.285253068,0,"separate c/r files (Which are the same, same as idtl)",ROB
IDTC SW,5.184465194,5.189,5.188096862,5.194,5.19172853,0,,ROB
IDTL LN,5.678701613,5.688,5.687232462,5.697,5.69576331,0,"separate c/r files (Which are the same, same as idtl)",ROB
IBTL LN,427.3877936,428,428.0298383,428.55,428.6718831,0,,ROB
IDTL SW,5.678701613,5.682,5.687232462,5.698,5.69576331,0,,ROB
IS04 GY,5.018294108,5.0256,5.025832858,5.0334,5.033371607,0,,ROB
DTLE LN,5.57237921,5.571,5.580750336,5.579,5.589121461,0,,ROB
DTLE SW,5.57237921,5.57,5.580750336,5.58,5.589121461,0,,ROB
DTLC SW,5.513624721,5.521,5.521907582,5.536,5.530190444,0,,ROB
DTLA LN,6.893962647,6.906,6.904319126,6.914,6.914675604,0,,ROB
DTLA SW,6.336945167,6.3452328,6.346464864,6.3525832,6.355984561,0,"separate c/r files (Which are the same, same as idtl)",ROB
IDTG LN,5.409906281,5.414,5.418033331,5.421,5.426160381,11861,"separate c/r files - ~ 30k shares, T+1",ROB
3SUA GR,6.351891841,6.13,6.361433992,6.65,6.370976143,0,,ROB
GOVT NA,5.074729042,5.0793,5.079808851,5.0861,5.08488866,0,-2.3443204240714E-04,ROB
SNA2 GY,4.482316311,4.487,4.489049886,4.4914,4.495783461,0,,ROB
GOVP LN,5.104709911,5.103,5.109819731,5.11,5.114929551,0,"separate c/r files - (same as iglo), T+1",ROB
3SUF GR,5.990554187,5.79,5.999553517,6.225,6.008552848,0,,ROB
IGLO LN,113.0230489,113.32,113.3631383,113.48,113.7032277,0,"separate c/r files - (same as iglo), T+1, 1st hedge currencies using iShares hedge sheet",ROB
SGLO LN,85.19085843,85.29,85.31883668,85.41,85.44681494,0,,ROB
IGLO SW,104.047333,104.12,104.2036385,104.3,104.3599439,0,,ROB
EUN3 GY,100.029245,100.14,100.1795142,100.25,100.3297835,0,3.75609273643329E-04,ROB
IGLH LN,5.347625304,5.352,5.355658792,5.361,5.36369228,0,"separate c/r files - ~ 40k shares, T+1, market trade only with custom?",ROB
IGLA LN,5.469942179,5.476,5.478159419,5.484,5.486376658,0,,ROB
IGLA SW,5.469942179,5.448,5.478159419,5.507,5.486376658,0,,ROB
SGLU NA,5.290243303,5.2966,5.298190589,5.3125,5.306137875,0,,ROB
IU5D GR,4.675011756,4.642,4.682034808,4.816,4.68905786,0,"separate c/r files - (same as igil), T+1, market trade only, no customising",ROB
IGIL LN,192.3017634,192.65,192.8804046,193.09,193.4590458,0,,ROB
SGIL LN,144.7292567,145.03,145.164751,145.32,145.6002452,0,separate c/r files (exhe),ROB
IGIL SW,192.3017634,192.68,192.8804046,193.08,193.4590458,0,,ROB
IUS5 GY,169.9379316,170.37,170.4492794,170.57,170.9606273,0,,ROB
IGLE NA,4.945237717,4.9508,4.960118071,4.9594,4.974998425,0,both use pcf (exvm),ROB
GILE LN,5.713269184,5.719,5.730460565,5.731,5.747651947,0,,ROB
GILE SW,5.698943032,5.664,5.730460565,5.739,5.747651947,0,both use pcf (exhb),ROB
IS3V GY,5.577165042,5.5952,5.605190997,5.6048,5.62200657,0,,ROB
GILG LN,5.442873263,5.448,5.459251016,5.467,5.475628769,0,,ROB
AYE0 GR,6.377779454,6.235,6.409828597,6.61,6.429058083,0,,ROB
R1JKEX GY,105.720376,105.845,105.8262022,105.93,105.9320284,0,both use pcf (exhc),ROB
R1JKEX IM,105.720376,105.85,105.8262022,105.93,105.9320284,0,both use pcf (exhd),ROB
R1JKEX SW,105.720376,105.85,105.8262022,105.93,105.9320284,0,both use pcf (exha),ROB
EBMMEX GY,73.95580981,73.974,73.97060393,73.9855,73.98539805,0,"very cheap to hedge, 0.3/0.4bps for 40mm ish, only 7 bonds in fund, lets have a go before 4pm",ROB
EXVM IM,73.95580981,73.96,73.97060393,73.99,73.98539805,0,both use pcf (exx6),ROB
RXP1EX GY,82.11907529,82.138,82.13550239,82.16,82.15192949,0,EXHB  both use pcf (exhf),ROB
RXP2EX GY,102.202989,102.205,102.2234337,102.24,102.2438784,0,,ROB
RXP5EX GY,142.1543123,142.21,142.1969714,142.245,142.2396305,0,,ROB
RXRGEX GY,137.6475978,137.675,137.6889045,137.72,137.7302112,0,,ROB
RXRGEX SW,143.0996962,143.1503348,143.142639,143.1971244,143.1855818,0,,ROB
RXPXEX GY,202.4149999,202.7,202.8206411,202.95,203.2262824,0,,ROB
IB83EX GY,127.0048259,127.02,127.0429388,127.07,127.0810517,0,,ROB
SECA GR,4.971534073,4.9774,4.976510584,4.9802,4.981487094,0,,ROB
SECD GY,4.970993834,4.9743,4.975969803,4.9797,4.980945773,0,both use pcf (exx6),ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
ZPRM GY,101.716331,101.645,101.7366783,101.785,101.7570257,0,,ROB
TBIL SW,101.1394117,101.14,101.1596436,101.18,101.1798756,0,1.42711739830048E-05,ROB
ZPR1 GY,101.1394117,101.125,101.1596436,101.19,101.1798756,0,The min size for ZPR1 is $250k for cash orders and $1.0 mil for in kind. The cut off is 15:00 ( uk time) for cash orders and 16:00 (uk time) for in kind.,ROB
GLTS LN,51.04514014,51.07,51.08089677,51.11,51.1166534,0,,ROB
SYB5 GY,59.93323957,59.938,59.97522223,60.028,60.01720488,0,,ROB
GLTL LN,77.02936805,77.06,77.14508568,77.19,77.2608033,0,,ROB
SYBL GY,90.44190213,90.514,90.57776879,90.672,90.71363544,0,,ROB
GLTY LN,62.50220054,62.58,62.59609468,62.64,62.68998883,0,,ROB
SYBG GY,73.38523018,73.462,73.49547339,73.548,73.6057166,0,,ROB
TIPS LN,35.42336483,35.65,35.65512313,35.72,35.88688143,0,,ROB
UTIP LN,26.6601677,26.84,26.83459255,26.9,27.00901741,0,,ROB
TIPS IM,31.30378652,31.5,31.50859237,31.58,31.71339822,0,,ROB
SYBY GY,31.30378652,31.486,31.50859237,31.615,31.71339822,0,,ROB
TIPS SW,35.42336483,35.64,35.65512313,35.75,35.88688143,0,,ROB
TRS3 LN,50.41442911,50.44,50.43964893,50.47,50.46486875,0,,ROB
TSY3 LN,37.94267262,37.96,37.96165344,37.98,37.98063427,0,,ROB
TRS3 IM,44.55145732,44.57,44.57374419,44.6,44.59603107,0,,ROB
SYBW GY,44.55145732,44.571,44.57374419,44.592,44.59603107,0,,ROB
TRS3 SW,46.34105075,46.345,46.36423286,46.37,46.38741498,0,,ROB
TRSY LN,112.7669807,112.85,112.8798606,112.95,112.9927405,0,-2.79328663385647E-04,ROB
USTY LN,84.87015937,84.95,84.95511448,85.01,85.04006959,0,,ROB
TRSY IM,99.65268712,99.74,99.75243956,99.87,99.852192,0,,ROB
SYBT GY,99.65268712,99.742,99.75243956,99.814,99.852192,0,,ROB
TSYE FP,99.65268712,99.765,99.75243956,99.805,99.852192,0,,ROB
TRSY SW,103.6556492,103.7,103.7594086,103.82,103.863168,0,,ROB
TRS5 LN,30.71611647,30.73,30.73763282,30.75,30.75914916,0,,ROB
TRS5 IM,27.14397002,27.125,27.16298411,27.22,27.1819982,0,,ROB
SPP3 GY,27.14397002,27.156,27.16298411,27.183,27.1819982,0,,ROB
TRS5 SW,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,ROB
TRSX LN,31.44803066,31.47,31.47320923,31.5,31.4983878,0,,ROB
TRSX IM,27.79076587,27.805,27.81301629,27.845,27.8352667,0,,ROB
SPP7 GY,27.79076587,27.803,27.81301629,27.833,27.8352667,0,,ROB
TRSX SW,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,ROB
LUTR LN,34.69687696,34.77,34.76640978,34.81,34.83594259,0,,ROB
SPPX GY,30.66178593,30.718,30.72323239,30.76,30.78467886,0,,ROB
LUTR IM,30.66178593,30.695,30.72323239,30.77,30.78467886,0,,ROB
LUTR SW,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,ROB
SYB3 GY,52.03348198,52.05,52.04909671,52.06,52.06471144,0,,ROB
EU13 LN,52.03348198,52.04,52.04909671,52.06,52.06471144,0,,ROB
GOVS IM,52.03348198,52.04,52.04909671,52.07,52.06471144,0,,ROB
GOVS FP,52.03348198,52.031,52.04909671,52.079,52.06471144,0,,ROB
SYB3 SW,54.09448173,54.09,54.11071495,54.15,54.12694816,0,,ROB
SYB4 GY,31.4097891,31.421,31.43179135,31.443,31.45379361,0,,ROB
EU35 IM,31.4097891,31.425,31.43179135,31.45,31.45379361,0,,ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
EU35 SW,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,ROB
SYBV GY,36.4002561,36.436,36.4549385,36.459,36.50962091,0,,ROB
LGOV IM,36.4002561,36.41,36.4549385,36.485,36.50962091,0,,ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
LGOV SW,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,ROB
SYBB GY,67.48033093,67.53,67.54787881,67.568,67.61542669,0,,ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
GOVY FP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,ROB
GOVY IM,67.48033093,67.53,67.54787881,67.57,67.61542669,0,,ROB
GOVY SW,70.15316658,70.19,70.22338997,70.31,70.29361336,0,,ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
CB3 FP,252.7272805,253.3039,253.3606822,253.4786,253.9940839,0,,ROB
CB3 IM,252.7272805,253.33,253.3606822,253.46,253.9940839,0,,ROB
CB3G GY,252.7272805,253.31,253.3606822,253.48,253.9940839,0,,ROB
CB3 SW,252.7272805,253.3,253.3606822,253.5,253.9940839,0,,ROB
C10 FP,319.6905174,321.1899,321.2970024,321.3601,322.9034874,0,,ROB
C10 IM,319.6905174,321.1201,321.2970024,321.4299,322.9034874,0,,ROB
C10GR GY,319.6905174,321.2,321.2970024,321.3601,322.9034874,0,,ROB
C13 FP,167.297551,167.52,167.5488744,167.58,167.8001977,0,,ROB
C13 IM,167.297551,167.52,167.5488744,167.61,167.8001977,0,,ROB
C13GR GY,167.297551,167.51,167.5488744,167.575,167.8001977,0,,ROB
C33 FP,204.3962662,204.66,204.7033212,204.75,205.0103762,0,,ROB
C33 IM,204.3962662,204.65,204.7033212,204.75,205.0103762,0,,ROB
C33GR GY,204.3962662,204.64,204.7033212,204.75,205.0103762,0,,ROB
C53 FP,244.6872757,244.97,245.054858,245.11,245.4224403,0,,ROB
C53 IM,244.6872757,244.97,245.054858,245.13,245.4224403,0,,ROB
C53 LN,244.6872757,#VALUE!,245.054858,#VALUE!,245.4224403,0,,ROB
C53GR GY,244.6872757,244.97,245.054858,245.11,245.4224403,0,,ROB
C53D FP,50.36110439,50.42,50.43675953,50.45,50.51241467,0,,ROB
18MT GY,50.36110439,#VALUE!,50.43675953,#VALUE!,50.51241467,0,,ROB
C73 FP,281.203395,281.6699,281.7669289,281.8401,282.3304627,0,,ROB
C73 IM,281.203395,281.6899,281.7669289,281.8301,282.3304627,0,,ROB
C73GR GY,281.203395,281.6799,281.7669289,281.8401,282.3304627,0,,ROB
US1 FP,180.0565785,180.32,180.3270691,180.41,180.5975597,0,,ROB
US1 IM,159.1168067,159.33,159.3558405,159.43,159.5948742,0,,ROB
US1 SW,180.0565785,180.28,180.3270691,180.46,180.5975597,0,,ROB
US3 FP,219.2040534,228.54,219.753437,228.71,220.3028206,0,,ROB
US3 IM,194.1921097,201.97,194.6788067,202.09,195.1655037,0,,ROB
US3 SW,219.2040534,228.5,219.753437,228.75,220.3028206,0,,ROB
US7 FP,218.6838578,292,219.5621062,292.23,220.4403547,0,,ROB
US7 IM,193.7312702,258.02,194.5093074,258.26,195.2873447,0,,ROB
US7 SW,218.6838578,291.85,219.5621062,292.3,220.4403547,0,,ROB
AM3A FP,243.2032803,244.1215,244.1800003,244.268,245.1567203,0,,ROB
AM3A IM,243.2032803,244.13,244.1800003,244.29,245.1567203,0,,ROB
DE5A GY,243.2032803,244.12,244.1800003,244.27,245.1567203,0,,ROB
X1G FP,258.3331079,259.0542,259.1104392,259.23,259.8877705,0,,ROB
X1G IM,258.3331079,259.0701,259.1104392,259.21,259.8877705,0,,ROB
KX1G GY,258.3331079,258.71,259.1104392,259.53,259.8877705,0,,ROB
X1G SW,258.3331079,258.9,259.1104392,259.45,259.8877705,0,,ROB
CI3 FP,249.1966255,249.89,249.9464649,250.1,250.6963043,0,,ROB
CI3 IM,249.1966255,249.9,249.9464649,250.15,250.6963043,0,,ROB
CI3GR GY,249.1966255,249.89,249.9464649,250.1,250.6963043,0,,ROB
UIFL FP,64.65060746,64.75,64.84514288,64.857,65.03967831,0,,ROB
ATIP IM,57.13203204,57.17,57.30394387,57.36,57.4758557,0,,ROB
BINFU FP,55.83041575,55.891,55.94230036,55.969,56.16606956,0,,ROB
BINFU IM,49.33758904,49.36,49.43646196,49.49,49.63420781,0,,ROB
BINFU NA,49.33758904,49.391,49.43646196,49.46,49.63420781,0,,ROB
AFI1 GY,49.33758904,49.388,49.43646196,49.473,49.63420781,0,,ROB
EGOV FP,53.39264269,56.22,53.52645883,56.258,53.66027498,0,,ROB
EGOV IM,53.39264269,56.22,53.52645883,56.26,53.66027498,0,,ROB
10AL GY,55.01858441,51.524,55.1564756,51.688,55.29436679,0,,ROB
GGOV FP,53.29905248,53.508,53.56688691,53.609,53.83472135,0,,ROB
GGOV IM,53.29905248,53.52,53.56688691,53.6,53.83472135,0,,ROB
GGOU NA,60.28622608,60.53,60.58917194,60.661,60.8921178,0,,ROB
GGOV LN,4539.180078,4556,4561.990028,4566,4584.799978,0,,ROB
10AK GY,54.92214417,55.122,55.19813485,55.242,55.47412552,0,,ROB
GOVH FP,52.65502207,52.7367,52.81346246,52.8519,52.97190284,0,cash levels 2.1bps around,ROB
C3M FP,115.9864903,115.995,115.9980902,116.025,116.0259297,0,"no min for cash, 0/1.4bps rd/cr, 15.10 cutt off CET",ROB
C3M IM,115.9864903,115.98,115.9980902,116.03,116.0259297,0,,ROB
C3MGR GY,115.9864903,115.97,115.9980902,116.025,116.0259297,0,"no min for cash, 0/1.4bps rd/cr, 15.10 cutt off CET",ROB
X1GD FP,235.7395382,236.87,236.924159,237.04,238.1087798,0,,ROB
X1GD SW,235.7395382,236.8,236.924159,237.05,238.1087798,0,,ROB
X13G FP,114.2382394,114.69,114.6970275,114.74,115.1558156,0,,ROB
X13G IM,114.2382394,114.69,114.6970275,114.74,115.1558156,0,,ROB
X13G GY,114.2382394,114.69,114.6970275,114.74,115.1558156,0,,ROB
X13G SW,114.2382394,114.66,114.6970275,114.76,115.1558156,0,,ROB
PR1R GY,20.93586781,20.98,20.96731879,20.996,20.99876977,0,,ROB
PRIR LN,1783.107862,1786.8,1785.786542,1788,1788.465221,0,,ROB
ETFGOV IM,20.93586781,20.975,20.96731879,20.995,20.99876977,0,,ROB
PR1G GY,20.90344558,20.997,21.00848802,21.04,21.11353046,0,,ROB
PRIG LN,1780.34646,1787.6,1789.292925,1792.2,1798.239389,0,,ROB
ETFGG IM,20.90344558,20.995,21.00848802,21.045,21.11353046,0,,ROB
